Key,Source,Context,Changes,English,schinese,Russian
Enforcer6,progression,skills,New,"Increase your entity damage with stun batons by 72% and an additional 42% chance to knock down enemies.",眩晕棒实体伤害增加72%，42%的几率击倒敌人,"Увеличивает урон, наносимый оглущающими жезлами, на 72% и дает дополнительный шанс на 42% сбить врагов с ног."
Enforcer7,progression,skills,New,"'STOP RESISTING!!'\n\nIncrease your entity damage by 100% with stun batons. Also gives you an additional 50% chance to knock down enemies.",停止抵抗!!!\n眩晕棒实体伤害增加100%，50%的几率击倒敌人,ПЕРЕСТАНЬТЕ СОПРОТИВЛЯТЬСЯ!!! Увеличьте урон по сущностям на 100% с помощью оглушающих жезлов. Также дает дополнительный 50% шанс сбить врагов с ног.

Commando,progression,skills,New,Commando,步枪手,Стрелок
Commando0,progression,skills,New,You are mastering the arts of the rifle. Your damage and weapon handling increases.,你正在练习步枪的技巧。你的伤害和武器操作能力增强。,Вы овладеваете искусством владения винтовкой. Ваш урон и умение обращаться с оружием увеличиваются.
Commando1,progression,skills,New,"Increase your entity damage and armor penetration by 7%.",增加你的实体伤害和护甲穿透7%,Увеличивает урон по сущностям и бронепробиваемость на 7%.
Commando2,progression,skills,New,"Increase your entity damage and armor penetration by 14%.",增加你的实体伤害和护甲穿透14%,Увеличивает урон по сущностям и бронепробиваемость на 14%.
Commando3,progression,skills,New,"Increase your entity damage and armor penetration by 21%.",增加你的实体伤害和护甲穿透21%,Увеличивает урон по сущностям и бронепробиваемость на 21%.
Commando4,progression,skills,New,"Increase your entity damage and armor penetration by 28%.",增加你的实体伤害和护甲穿透28%,Увеличивает урон по сущностям и бронепробиваемость на 28%.
Commando5,progression,skills,New,"Increase your entity damage and armor penetration by 35%.",增加你的实体伤害和护甲穿透35%,Увеличивает урон по сущностям и бронепробиваемость на 35%.
Commando6,progression,skills,New,"Increase your entity damage and armor penetration by 42%.",增加你的实体伤害和护甲穿透42%,Увеличивает урон по сущностям и бронепробиваемость на 42%.
Commando7,progression,skills,New,"You are Simo Hayha.\n\nIncrease your entity damage and armor penetration by 50%.",你是 Simo Hayha！\n增加你的实体伤害和护甲穿透50%,Вы - Симо Хяюхя. Увеличьте урон по сущностям и бронепробиваемость на 50%.

Demolitionist,progression,skills,New,Demolitionist,爆破手,Подрывник
Demolitionist0,progression,skills,New,You are mastering the art of throwing dynamite around. Vastly increase your damage and the chance to dismember with explosives.,你正在掌握四处扔炸药的艺术。大幅增加你的伤害和爆炸物使肢体分离的几率。,Вы овладеваете искусством разбрасывания динамита. Значительно увеличьте свой урон и шанс расчленения с помощью взрывчатки.
Demolitionist1,progression,skills,New,"Increase entity damage by 8% and provides an additional 1.2% chance to dismember.","实体伤害增加8%,肢解几率增加1.2%",Увеличивает урон по сущностям на 8% и дает дополнительный шанс расчленения на 1.2%.
Demolitionist2,progression,skills,New,"Increase entity damage by 16% and provides an additional 2.4% chance to dismember.","实体伤害增加16%,肢解几率增加2.4%","Увеличивает урон по сущностям на 16% и дает дополнительный шанс расчленения на 2.4%."
Demolitionist3,progression,skills,New,"Increase entity damage by 24% and provides an additional 3.6% chance to dismember.","实体伤害增加24%,肢解几率增加3.6%","Увеличивает урон по сущностям на 24% и дает дополнительный шанс расчленения на 3.6%."
Demolitionist4,progression,skills,New,"Increase entity damage by 32% and provides an additional 4.8% chance to dismember.","实体伤害增加32%,肢解几率增加4.8%","Увеличивает урон по сущностям на 32% и дает дополнительный шанс расчленения на 4.8%."
Demolitionist5,progression,skills,New,"Increase entity damage by 40% and provides an additional 6% chance to dismember.","实体伤害增加40%,肢解几率增加6%","Увеличивает урон по сущностям на 40% и дает дополнительный шанс расчленения на 6%."
Demolitionist6,progression,skills,New,"Increase entity damage by 48% and provides an additional 7.2% chance to dismember.","实体伤害增加48%,肢解几率增加7.2%","Увеличивает урон по сущностям на 48% и дает дополнительный шанс расчленения на 7.2%."
Demolitionist7,progression,skills,New,"'Hey, as long as it works!'\n\nIncrease entity damage by 60% and provides an additional 10% chance to dismember.","嘿，只要有效就行！\n实体伤害增加60%,肢解几率增加10%","Эй, лишь бы работало! Увеличивает урон по сущностям на 60% и дает дополнительный 10% шанс расчленения."

Shotty,progression,skills,New,Shotty,霰弹枪手,Дробовичек
Shotty0,progression,skills,New,You are mastering the arts of the shotgun. Your entity damage and weapon handling increases.,你正在练习霰弹枪的技巧。你的实体伤害和武器操作能力增强。,Вы овладеваете искусством владения дробовиком. Ваш урон по сущностям и умение обращаться с оружием увеличиваются.
Shotty1,progression,skills,New,"Increase your entity damage with shotguns by 12% and reload speed by 4%.",霰弹枪实体伤害12%，装填速度提高4%,Увеличивает урон по сущностям при использовании дробовика на 12% и скорость перезарядки на 4%.
Shotty2,progression,skills,New,"Increase your entity damage with shotguns by 24% and reload speed by 8%.",霰弹枪实体伤害24%，装填速度提高8%,Увеличивает урон по сущностям при использовании дробовика на 24% и скорость перезарядки на 8%.
Shotty3,progression,skills,New,"Increase your entity damage with shotguns by 36% and reload speed by 12%.",霰弹枪实体伤害36%，装填速度提高12%,Увеличивает урон по сущностям при использовании дробовика на 36% и скорость перезарядки на 12%.
Shotty4,progression,skills,New,"Increase your entity damage with shotguns by 48% and reload speed by 16%.",霰弹枪实体伤害48%，装填速度提高16%,Увеличивает урон по сущностям при использовании дробовика на 48% и скорость перезарядки на 16%.
Shotty5,progression,skills,New,"Increase your entity damage with shotguns by 60% and reload speed by 20%.",霰弹枪实体伤害60%，装填速度提高20%,Увеличивает урон по сущностям при использовании дробовика на 60% и скорость перезарядки на 20%.
Shotty6,progression,skills,New,"Increase your entity damage with shotguns by 72% and reload speed by 24%.",霰弹枪实体伤害72%，装填速度提高24%,Увеличивает урон по сущностям при использовании дробовика на 72% и скорость перезарядки на 24%.
Shotty7,progression,skills,New,"'Take a look at my little friend!'\n\nIncrease your entity damage with shotguns by 100% and reload speed by by 30%.",嘿，小姐妹，霰弹枪！\n霰弹枪实体伤害100%，装填速度提高30%,"Эй, сестрёнка, прыгай на переднее сиденье! Увеличьте урон по сущностям с помощью дробовика на 100% и скорость перезарядки на 30%."

Marine,progression,skills,New,Marine,海军陆战队,Морпех
Marine0,progression,skills,New,You are mastering the arts of automatic rifles. Your fire rate and weapon handling increases.,你正在练习自动步枪的技巧。你的射速和武器操作能力增强。,Вы овладеваете искусством владения автоматической винтовкой. Ваша скорострельность и умение обращаться с оружием возрастают.
Marine1,progression,skills,New,"Increase your entity damage, weapon handling and reload speed with machine guns by 7%.",使用机枪时，实体伤害、武器操作、装填速度增加7%,"Увеличьте урон по сущностям, скорость обращения с оружием и скорость перезарядки пулеметов на 7%."
Marine2,progression,skills,New,"Increase your entity damage, weapon handling and reload speed with machine guns by 14%.",使用机枪时，实体伤害、武器操作、装填速度增加14%,"Увеличьте урон по сущностям, скорость обращения с оружием и скорость перезарядки пулеметов на 14%."
Marine3,progression,skills,New,"Increase your entity damage, weapon handling and reload speed with machine guns by 21%.",使用机枪时，实体伤害、武器操作、装填速度增加21%,"Увеличьте урон по сущностям, скорость обращения с оружием и скорость перезарядки пулеметов на 21%."
Marine4,progression,skills,New,"Increase your entity damage, weapon handling and reload speed with machine guns by 28%.",使用机枪时，实体伤害、武器操作、装填速度增加28%,"Увеличьте урон по сущностям, скорость обращения с оружием и скорость перезарядки пулеметов на 28%."
Marine5,progression,skills,New,"Increase your entity damage, weapon handling and reload speed with machine guns by 35%.",使用机枪时，实体伤害、武器操作、装填速度增加35%,"Увеличьте урон по сущностям, скорость обращения с оружием и скорость перезарядки пулеметов на 35%."
Marine6,progression,skills,New,"Increase your entity damage, weapon handling and reload speed with machine guns by 42%.",使用机枪时，实体伤害、武器操作、装填速度增加42%,"Увеличьте урон по сущностям, скорость обращения с оружием и скорость перезарядки пулеметов на 42%."
Marine7,progression,skills,New,"'Live For Nothing, Or Die For Something.'\n\nIncrease your entity damage, weapon handling and reload speed with machine guns by 50%.","无意义地活着,或者有价值地死去\n使用机枪时，实体伤害、武器操作、装填速度增加50%","Жить ни за что, или умереть за что-то. Увеличьте урон по сущностям, скорость обращения с оружием и скорость перезарядки пулеметов на 50%."

Ranger,progression,skills,New,Ranger,弓箭手,Лучник
Ranger0,progression,skills,New,"You are mastering the arts of the bow. If thou are of pure heart the arrow shall miss, if thou are not, the arrow shall tear thee asunder.",你正在练习弓箭的技巧。如果你心怀纯真，箭矢将会错过；如果不是，箭矢将把你撕裂成两半。,"Вы овладеваете искусством владения луком. Если ты чист сердцем, стрела промахнется, если же нет, стрела разорвет тебя на части."
Ranger1,progression,skills,New,"Increase your entity damage, weapon handling, reload speed with bows by 7% and prepare an additional bolt/arrow per reload.",使用弓箭时，实体伤害、武器操作、装填速度各7%，每次装填时额外装填1支箭,"Увеличивает урон по сущностям, скорость обращения с оружием и скорость перезарядки луков на 7% и позволяет зарядить дополнительный болт/стрелу за перезарядку."
Ranger2,progression,skills,New,"Increase your entity damage, weapon handling, reload speed with bows by 14% and prepare an additional bolt/arrow per reload.","使用弓箭时，实体伤害、武器操作、装填速度各14%，每次装填时额外装填1支箭","Увеличивает урон по сущностям, скорость обращения с оружием и скорость перезарядки луков на 14% и позволяет зарядить дополнительный болт/стрелу за перезарядку."
Ranger3,progression,skills,New,"Increase your entity damage, weapon handling, reload speed with bows by 21% and prepare 2 additional bolts/arrows per reload.",使用弓箭时，实体伤害、武器操作、装填速度各21%，每次装填时额外装填2支箭,"Увеличивает урон по сущностям, скорость обращения с оружием и скорость перезарядки луков на 21% и позволяет зарядить по 2 дополнительных болта/стрелы за перезарядку."
Ranger4,progression,skills,New,"Increase your entity damage, weapon handling, reload speed with bows by 28% and prepare 2 additional bolts/arrows per reload.",使用弓箭时，实体伤害、武器操作、装填速度各28%，每次装填时额外装填2支箭,"Увеличивает урон по сущностям, скорость обращения с оружием и скорость перезарядки луков на 28% и позволяет зарядить по 2 дополнительных болта/стрелы за перезарядку."
Ranger5,progression,skills,New,"Increase your entity damage, weapon handling, reload speed with bows by 35% and prepare 3 additional bolts/arrows per reload.","使用弓箭时，实体伤害、武器操作、装填速度各35%，每次装填时额外装填3支箭","Увеличивает урон по сущностям, скорость обращения с оружием и скорость перезарядки луков на 35% и позволяет зарядить по 3 дополнительных болта/стрелы за перезарядку."
Ranger6,progression,skills,New,"Increase your entity damage, weapon handling, reload speed with bows by 42% and prepare 3 additional bolts/arrows per reload.",使用弓箭时，实体伤害、武器操作、装填速度各42%，每次装填时额外装填3支箭,"Увеличивает урон по сущностям, скорость обращения с оружием и скорость перезарядки луков на 42% и позволяет зарядить по 3 дополнительных болта/стрелы за перезарядку."
Ranger7,progression,skills,New,"'Grip it, rip it, put it in the wind!'\n\nIncrease your entity damage, weapon handling, reload speed with bows by 50% and prepare 4 additional bolts/arrows per reload.",握紧它，撕碎它，让它随风飘荡！\n使用弓箭时，实体伤害、武器操作、装填速度各50%，每次装填时额外装填4支箭,"Хватай, рви, пускай по ветру! Увеличьте урон по сущностям, скорость обращения с оружием и скорость перезарядки лука на 50% и заряжайте по 4 дополнительных болта/стрелы за перезарядку."

Sharpshooter,progression,skills,New,Sharpshooter,神枪手,Меткий стрелок
Sharpshooter0,progression,skills,New,You are mastering the arts of sidearms. Every aspect of handgun handling increases.,你正在练习手枪的技术。手枪的各方面操作能力都在增强。,Вы овладеваете искусством владения оружием. Каждый аспект обращения с оружием возрастает.
Sharpshooter1,progression,skills,New,"Increase your fire rate, clip size and weapon handling by 7%, additionally reduces weapon degradation by 7%.",射击速度速、弹匣容量和武器操作能力提高7%，武器磨损减少7%,"Повышает скорострельность, размер обоймы и управляемость оружия на 7%, дополнительно снижает деградацию оружия на 7%."
Sharpshooter2,progression,skills,New,"Increase your fire rate, clip size and weapon handling by 14%, additionally reduces weapon degradation by 14%.",射击速度速、弹匣容量和武器操作能力提高14%，武器磨损减少14%,"Повышает скорострельность, размер обоймы и управляемость оружия на 14%, дополнительно снижает деградацию оружия на 14%."
Sharpshooter3,progression,skills,New,"Increase your fire rate, clip size and weapon handling by 21%, additionally reduces weapon degradation by 21%.",射击速度速、弹匣容量和武器操作能力提高21%，武器磨损减少21%,"Повышает скорострельность, размер обоймы и управляемость оружия на 21%, дополнительно снижает деградацию оружия на 21%."
Sharpshooter4,progression,skills,New,"Increase your fire rate, clip size and weapon handling by 28%, additionally reduces weapon degradation by 28%.",射击速度速、弹匣容量和武器操作能力提高28%，武器磨损减少28%,"Повышает скорострельность, размер обоймы и управляемость оружия на 28%, дополнительно снижает деградацию оружия на 28%."
Sharpshooter5,progression,skills,New,"Increase your fire rate, clip size and weapon handling by 35%, additionally reduces weapon degradation by 35%.",射击速度速、弹匣容量和武器操作能力提高35%，武器磨损减少35%,"Повышает скорострельность, размер обоймы и управляемость оружия на 35%, дополнительно снижает деградацию оружия на 35%."
Sharpshooter6,progression,skills,New,"Increase your fire rate, clip size and weapon handling by 42%, additionally reduces weapon degradation by 42%.",射击速度速、弹匣容量和武器操作能力提高42%，武器磨损减少42%,"Повышает скорострельность, размер обоймы и управляемость оружия на 42%, дополнительно снижает деградацию оружия на 42%."
Sharpshooter7,progression,skills,New,"'The good, the bad and the ugly.'\n\nIncrease your fire rate, clip size and weapon handling by 50%, additionally reduces weapon degradation by 50%.","The good, the bad and the ugly. \n射击速度速、弹匣容量和武器操作能力提高50%，武器磨损减少50%","Хорошее, плохое и уродливое. Увеличивает скорострельность, размер обоймы и управляемость оружия на 50%, дополнительно снижает деградацию оружия на 50%."

Robotics,progression,skills,New,Robotics,机器人技术,Робототехник
Robotics0,progression,skills,New,You are mastering the art of robotics. Your turret control range and magazine size increases.,你正在学习机器人技术。你的炮塔控制范围和弹匣容量增加。,Вы овладеваете искусством робототехники. Дальность управления турелью и размер магазина увеличиваются.
Robotics1,progression,skills,New,"Increase the entity damage by 7%, magazine size by 12 and the maximum active range of junk turrets by 12%.",增加7%的实体伤害，增加12发弹匣容量，增加废品炮塔的最大有效射程12%。,"Увеличивает урон по сущностям на 7%, размер магазина - на 12, а максимальную дальность действия турелей - на 12%."
Robotics2,progression,skills,New,"Increase the entity damage by 14%, magazine size by 24 and the maximum active range of junk turrets by 24%.",增加14%的实体伤害，增加14发弹匣容量，增加废品炮塔的最大有效射程24%。,"Увеличивает урон по сущностям на 14 %, размер магазина на 24 и максимальную дальность действия турелей на 24 %."
Robotics3,progression,skills,New,"Increase the entity damage by 21%, magazine size by 36 and the maximum active range of junk turrets by 36%.",增加21%的实体伤害，增加21发弹匣容量，增加废品炮塔的最大有效射程36%。,"Увеличивает урон по сущностям на 21%, размер магазина на 36 и максимальную дальность действия турелей на 36%."
Robotics4,progression,skills,New,"Increase the entity damage by 28%, magazine size by 48 and the maximum active range of junk turrets by 48%.",增加28%的实体伤害，增加28发弹匣容量，增加废品炮塔的最大有效射程48%。,"Увеличьте урон по сущностям на 28%, размер магазина на 48 и максимальную дальность действия турелей на 48%."
Robotics5,progression,skills,New,"Increase the entity damage by 35%, magazine size by 60 and the maximum active range of junk turrets by 60%.",增加35%的实体伤害，增加60发弹匣容量，增加废品炮塔的最大有效射程60%。,"Увеличьте урон по сущностям на 35%, размер магазина - на 60, а максимальную дальность действия турелей - на 60%."
Robotics6,progression,skills,New,"Increase the entity damage by 42%, magazine size by 72 and the maximum active range of junk turrets by 72%.",增加42%的实体伤害，增加72发弹匣容量，增加废品炮塔的最大有效射程72%。,"Увеличьте урон по сущностям на 42%, размер магазина на 72 и максимальную дальность действия турелей на 72%."
Robotics7,progression,skills,New,"'Very crude systems can accomplish an awful lot!'\n\nIncrease the entity damage by 50%, magazine size by 100, the maximum active range of junk turrets by 100% and can have 1 additional active turret.",非常简陋的系统也能完成很多事情！\n增加50%的实体伤害，增加100发弹匣容量，增加废品炮塔的最大有效射程100%。,"Очень грубые системы могут добиться очень многого! Увеличьте урон по сущностям на 50%, размер магазина на 100, максимальную дальность действия турелей на 100% и можете иметь 1 дополнительную активную турель."

ReqMotherLode1,progression,skills,New,Requires Mother Lode lvl 1,母矿等级 1,Требуется Драгоценная добыча lvl 1
ReqMotherLode2,progression,skills,New,Requires Mother Lode lvl 2,"母矿等级 2 ",Требуется Драгоценная добыча lvl 2
ReqMotherLode3,progression,skills,New,Requires Mother Lode lvl 3,母矿等级 3,Требуется Драгоценная добыча lvl 3
ReqMotherLode4,progression,skills,New,Requires Mother Lode lvl 4,母矿等级 4,Требуется Драгоценная добыча lvl 4

ReqTreasureHunter1,progression,skills,New,Requires Treasure Hunter lvl 1,需要寻宝猎人等级 1,Требуется Охотник за сокровищами lvl 1
ReqTreasureHunter2,progression,skills,New,Requires Treasure Hunter lvl 2,需要寻宝猎人等级 2,Требуется Охотник за сокровищами lvl 2
ReqTreasureHunter3,progression,skills,New,Requires Treasure Hunter lvl 3,需要寻宝猎人等级 3,Требуется Охотник за сокровищами lvl 3

ReqPenetrator1,progression,skills,New,Requires The Penetrator lvl 1,穿透护甲等级 1,Требуется Злоумышленник lvl 1
ReqPenetrator2,progression,skills,New,Requires The Penetrator lvl 2,穿透护甲等级 2,Требуется Злоумышленник lvl 2
ReqPenetrator3,progression,skills,New,Requires The Penetrator lvl 3,穿透护甲等级 3,Требуется Злоумышленник lvl 3

ReqLuckyLooter1,progression,skills,New,Requires Lucky Looter lvl 1,幸运掠夺者等级 1,Требуется Везучий искатель lvl 1
ReqLuckyLooter2,progression,skills,New,Requires Lucky Looter lvl 2,幸运掠夺者等级 2,Требуется Везучий искатель lvl 2
ReqLuckyLooter3,progression,skills,New,Requires Lucky Looter lvl 3,幸运掠夺者等级 3,Требуется Везучий искатель lvl 3
ReqLuckyLooter4,progression,skills,New,Requires Lucky Looter lvl 4,幸运掠夺者等级 4,Требуется Везучий искатель lvl 4

ReqBetterBarter1,progression,skills,New,Requires Better Barter lvl 1,贸易砍价等级 1,Требуется Выгодный бартер lvl 1
ReqBetterBarter2,progression,skills,New,Requires Better Barter lvl 2,贸易砍价等级 2,Требуется Выгодный бартер lvl 2
ReqBetterBarter3,progression,skills,New,Requires Better Barter lvl 3,贸易砍价等级 3,Требуется Выгодный бартер lvl 3
ReqBetterBarter4,progression,skills,New,Requires Better Barter lvl 4,贸易砍价等级 4,Требуется Выгодный бартер lvl 4

ReqLightArmor1,progression,skills,New,Requires Light Armor lvl 1,轻甲等级 1,Требуется Легкая броня lvl 1
ReqLightArmor2,progression,skills,New,Requires Light Armor lvl 2,轻甲等级 2,Требуется Легкая броня lvl 2
ReqLightArmor3,progression,skills,New,Requires Light Armor lvl 3,轻甲等级 3,Требуется Легкая броня lvl 3

ReqHeavyArmor1,progression,skills,New,Requires Heavy Armor lvl 1,重甲等级 1,Требуется Тяжелая броня lvl 1
ReqHeavyArmor2,progression,skills,New,Requires Heavy Armor lvl 2,重甲等级 2,Требуется Тяжелая броня lvl 2
ReqHeavyArmor3,progression,skills,New,Requires Heavy Armor lvl 3,重甲等级 3,Требуется Тяжелая броня lvl 3

ReqSpearMaster1,progression,skills,New,Requires Spear Master lvl 1,长矛大师等级 1,Требуется Мастер копья lvl 1
ReqSpearMaster2,progression,skills,New,Requires Spear Master lvl 2,长矛大师等级 2,Требуется Мастер копья lvl 2
ReqSpearMaster3,progression,skills,New,Requires Spear Master lvl 3,长矛大师等级 3,Требуется Мастер копья lvl 3
ReqSpearMaster4,progression,skills,New,Requires Spear Master lvl 4,长矛大师等级 4,Требуется Мастер копья lvl 4

ReqPummelPete1,progression,skills,New,Requires Pummel Pete lvl 1,击球手佩特等级 1,Требуется Громила Пит lvl 1
ReqPummelPete2,progression,skills,New,Requires Pummel Pete lvl 2,击球手佩特等级 2,Требуется Громила Пит lvl 2
ReqPummelPete3,progression,skills,New,Requires Pummel Pete lvl 3,击球手佩特等级 3,Требуется Громила Пит lvl 3
ReqPummelPete4,progression,skills,New,Requires Pummel Pete lvl 4,击球手佩特等级 4,Требуется Громила Пит lvl 4

ReqSkullCrusher1,progression,skills,New,Requires Skull Crusher lvl 1,头骨粉碎者等级 1,Требуется Дробитель черепов lvl 1
ReqSkullCrusher2,progression,skills,New,Requires Skull Crusher lvl 2,头骨粉碎者等级 2,Требуется Дробитель черепов lvl 2
ReqSkullCrusher3,progression,skills,New,Requires Skull Crusher lvl 3,头骨粉碎者等级 3,Требуется Дробитель черепов lvl 3
ReqSkullCrusher4,progression,skills,New,Requires Skull Crusher lvl 4,头骨粉碎者等级 4,Требуется Дробитель черепов lvl 4

ReqMiner69er1,progression,skills,New,Requires Miner 69'er lvl 1,矿业69族等级 1,Требуется Долбатель lvl 1
ReqMiner69er2,progression,skills,New,Requires Miner 69'er lvl 2,矿业69族等级 2,Требуется Долбатель lvl 2
ReqMiner69er3,progression,skills,New,Requires Miner 69'er lvl 3,矿业69族等级 3,Требуется Долбатель lvl 3
ReqMiner69er4,progression,skills,New,Requires Miner 69'er lvl 4,矿业69族等级 4,Требуется Долбатель lvl 4

ReqBrawler1,progression,skills,New,Requires Brawler lvl 1,搏斗家等级 1,Требуется Драчун lvl 1
ReqBrawler2,progression,skills,New,Requires Brawler lvl 2,搏斗家等级 2,Требуется Драчун lvl 2
ReqBrawler3,progression,skills,New,Requires Brawler lvl 3,搏斗家等级 3,Требуется Драчун lvl 3
ReqBrawler4,progression,skills,New,Requires Brawler lvl 4,搏斗家等级 4,Требуется Драчун lvl 4

ReqDeepCuts1,progression,skills,New,Requires Deep Cuts lvl 1,深度刀伤等级 1,Требуется Глубокие раны lvl 1
ReqDeepCuts2,progression,skills,New,Requires Deep Cuts lvl 2,深度刀伤等级 2,Требуется Глубокие раны lvl 2
ReqDeepCuts3,progression,skills,New,Requires Deep Cuts lvl 3,深度刀伤等级 3,Требуется Глубокие раны lvl 3
ReqDeepCuts4,progression,skills,New,Requires Deep Cuts lvl 4,深度刀伤等级 4,Требуется Глубокие раны lvl 4

ReqElectro1,progression,skills,New,Requires Electrocutioner lvl 1,电击处刑官等级 1,Требуется Электрочикатило lvl 1
ReqElectro2,progression,skills,New,Requires Electrocutioner lvl 2,电击处刑官等级 2,Требуется Электрочикатило lvl 2
ReqElectro3,progression,skills,New,Requires Electrocutioner lvl 3,电击处刑官等级 3,Требуется Электрочикатило lvl 3
ReqElectro4,progression,skills,New,Requires Electrocutioner lvl 4,电击处刑官等级 4,Требуется Электрочикатило lvl 4

ReqDeadEye1,progression,skills,New,Requires Dead Eye lvl 1,死神之眼等级 1,Требуется Безжалостный снайпер lvl 1
ReqDeadEye2,progression,skills,New,Requires Dead Eye lvl 2,死神之眼等级 2,Требуется Безжалостный снайпер lvl 2
ReqDeadEye3,progression,skills,New,Requires Dead Eye lvl 3,死神之眼等级 3,Требуется Безжалостный снайпер lvl 3
ReqDeadEye4,progression,skills,New,Requires Dead Eye lvl 4,死神之眼等级 4,Требуется Безжалостный снайпер lvl 4

ReqDemo1,progression,skills,New,Requires Demolitions Expert lvl 1,爆破专家等级 1,Требуется Эксперт-подрывник lvl 1
ReqDemo2,progression,skills,New,Requires Demolitions Expert lvl 2,爆破专家等级 2,Требуется Эксперт-подрывник lvl 2
ReqDemo3,progression,skills,New,Requires Demolitions Expert lvl 3,爆破专家等级 3,Требуется Эксперт-подрывник lvl 3
ReqDemo4,progression,skills,New,Requires Demolitions Expert lvl 4,爆破专家等级 4,Требуется Эксперт-подрывник lvl 4

ReqBoomstick1,progression,skills,New,Requires Boomstick lvl 1,霰弹枪手等级 1,Требуется Бум-палка lvl 1
ReqBoomstick2,progression,skills,New,Requires Boomstick lvl 2,霰弹枪手等级 2,Требуется Бум-палка lvl 2
ReqBoomstick3,progression,skills,New,Requires Boomstick lvl 3,霰弹枪手等级 3,Требуется Бум-палка lvl 3
ReqBoomstick4,progression,skills,New,Requires Boomstick lvl 4,霰弹枪手等级 4,Требуется Бум-палка lvl 4

ReqMG1,progression,skills,New,Requires Machine Gunner lvl 1,机枪射手等级 1,Требуется Пулеметчик lvl 1
ReqMG2,progression,skills,New,Requires Machine Gunner lvl 2,机枪射手等级 2,Требуется Пулеметчик lvl 2
ReqMG3,progression,skills,New,Requires Machine Gunner lvl 3,机枪射手等级 3,Требуется Пулеметчик lvl 3
ReqMG4,progression,skills,New,Requires Machine Gunner lvl 4,机枪射手等级 4,Требуется Пулеметчик lvl 4

ReqArchery1,progression,skills,New,Requires Archery lvl 1,弓术等级 1,Требуется Стрельба из лука lvl 1
ReqArchery2,progression,skills,New,Requires Archery lvl 2,弓术等级 2,Требуется Стрельба из лука lvl 2
ReqArchery3,progression,skills,New,Requires Archery lvl 3,弓术等级 3,Требуется Стрельба из лука lvl 3
ReqArchery4,progression,skills,New,Requires Archery lvl 4,弓术等级 4,Требуется Стрельба из лука lvl 4

ReqGunslinger1,progression,skills,New,Requires Gunslinger lvl 1,枪手等级 1,Требуется Меткий стрелок lvl 1
ReqGunslinger2,progression,skills,New,Requires Gunslinger lvl 2,枪手等级 2,Требуется Меткий стрелок lvl 2
ReqGunslinger3,progression,skills,New,Requires Gunslinger lvl 3,枪手等级 3,Требуется Меткий стрелок lvl 3
ReqGunslinger4,progression,skills,New,Requires Gunslinger lvl 4,枪手等级 4,Требуется Меткий стрелок lvl 4

RequiresRobotics1,progression,skills,New,Requires Robotics Inventor lvl 1,机器人发明家等级 1,Требуется Конструктор роботов lvl 1
RequiresRobotics2,progression,skills,New,Requires Robotics Inventor lvl 2,机器人发明家等级 2,Требуется Конструктор роботов lvl 1
RequiresRobotics3,progression,skills,New,Requires Robotics Inventor lvl 3,机器人发明家等级 3,Требуется Конструктор роботов lvl 1
RequiresRobotics4,progression,skills,New,Requires Robotics Inventor lvl 4,机器人发明家等级 4,Требуется Конструктор роботов lvl 1
